name,enabled,n_phases,n_conds,base_freq,terminal1,terminal2,length,units,line_code,geometry
05410_107746ug,true,1,1,60,n300591.3,n300576.3,235.1369,ft,ug_1/0_al_xlpe_35kv_1_phase,
05410_107747ug,true,1,1,60,n300591.3,n312512.3,338.6571,ft,ug_1/0_al_xlpe_35kv_1_phase,
05410_107748ug,true,1,1,60,n300612.2,n300587.2,276.7722,ft,ug_1/0_al_xlpe_35kv_1_phase,
05410_107749ug,true,1,1,60,n300566.2,n300587.2,399.3826,ft,ug_1/0_al_xlpe_35kv_1_phase,
05410_107750ug,true,1,1,60,n300555.2,n300566.2,171.806,ft,ug_1/0_al_xlpe_35kv_1_phase,
05410_107752ug,true,1,1,60,n300570.1,n300593.1,366.603,ft,ug_1/0_al_xlpe_35kv_1_phase,
05410_107753ug,true,1,1,60,n300593.1,n300609.1,153.5635,ft,ug_1/0_al_xlpe_35kv_1_phase,
05410_107754ug,true,1,1,60,n300609.1,n300614.1,84.33029999999999,ft,ug_1/0_al_xlpe_35kv_1_phase,
05410_107755ug,true,1,1,60,n300468.2,n300452.2,1139.7945,ft,ug_1/0_al_xlpe_35kv_1_phase,
05410_107756ug,true,3,3,60,n312429.1.2.3,n312419.1.2.3,135.669,ft,ug_1/0_al_xlpe_35kv,
05410_107757ug,true,3,3,60,n312351.1.2.3,n312429.1.2.3,923.5143,ft,ug_1/0_al_xlpe_35kv,
05410_107814ug,true,1,1,60,n300674.1,n300664.1,167.2094,ft,ug_1/0_al_xlpe_35kv_1_phase,
05410_107815ug,true,1,1,60,n300676.1,n300674.1,192.1878,ft,ug_1/0_al_xlpe_35kv_1_phase,
05410_107816ug,true,2,2,60,n300654.1.3,n300656.1.3,53.5978,ft,ug_1/0_al_xlpe_35kv_1_phase,
05410_107817ug,true,1,1,60,n300717.3,n300714.3,167.5406,ft,ug_1/0_al_xlpe_35kv_1_phase,
05410_107818ug,true,1,1,60,n300719.3,n300717.3,207.8735,ft,ug_1/0_al_xlpe_35kv_1_phase,
05410_107819ug,true,1,1,60,n300742.3,n300740.3,162.3977,ft,ug_1/0_al_xlpe_35kv_1_phase,
05410_107820ug,true,1,1,60,n300740.3,n300736.3,243.4006,ft,ug_1/0_al_xlpe_35kv_1_phase,
05410_107821ug,true,1,1,60,n300750.3,n300736.3,369.5182,ft,ug_1/0_al_xlpe_35kv_1_phase,
05410_107822ug,true,1,1,60,n300762.3,n300750.3,550.7315,ft,ug_1/0_al_xlpe_35kv_1_phase,
05410_107823ug,true,1,1,60,n300764.3,n300762.3,330.3901,ft,ug_1/0_al_xlpe_35kv_1_phase,
05410_107824ug,true,1,1,60,n300678.1,n300646.1,424.5257,ft,ug_1/0_al_xlpe_35kv_1_phase,
05410_107825ug,true,1,1,60,n300728.1,n300678.1,640.7369,ft,ug_1/0_al_xlpe_35kv_1_phase,
05410_107826ug,true,1,1,60,n312566.1,n300678.1,368.7539,ft,ug_1/0_al_xlpe_35kv_1_phase,
05410_107827ug,true,1,1,60,n312588.1,n312566.1,308.6422,ft,ug_1/0_al_xlpe_35kv_1_phase,
05410_107828ug,true,1,1,60,n312588.1,n312602.1,346.4753,ft,ug_1/0_al_xlpe_35kv_1_phase,
05410_107829ug,true,1,1,60,n312602.1,n312606.1,17.9808,ft,ug_1/0_al_xlpe_35kv_1_phase,
05410_107830ug,true,1,1,60,n312610.1,n312606.1,469.4911,ft,ug_1/0_al_xlpe_35kv_1_phase,
05410_107831ug,true,2,2,60,n312595.1.2,n312599.1.2,164,ft,ug_1/0_al_xlpe_35kv_1_phase,
05410_107832ug,true,2,2,60,n312615.1.2,n312625.1.2,84.9689,ft,ug_1/0_al_xlpe_35kv_1_phase,
05410_107833ug,true,1,1,60,n300612.2,n300653.2,410.6636,ft,ug_1/0_al_xlpe_35kv_1_phase,
05410_107834ug,true,1,1,60,n312486.1,n312551.1,1298.5812,ft,ug_1/0_al_xlpe_35kv_1_phase,
05410_107835ug,true,1,1,60,n312595.2,n312536.2,585,ft,ug_1/0_al_xlpe_35kv_1_phase,
05410_107836ug,true,1,1,60,n312512.3,n312510.3,16.6622,ft,ug_1/0_al_xlpe_35kv_1_phase,
05410_107837ug,true,1,1,60,n312584.1,n312568.1,262.5337,ft,ug_1/0_al_xlpe_35kv_1_phase,
05410_107838ug,true,1,1,60,n312584.1,n312595.1,120,ft,ug_1/0_al_xlpe_35kv_1_phase,
05410_107839ug,true,1,1,60,n312509.2,n312486.2,185.9723,ft,ug_1/0_al_xlpe_35kv_1_phase,
05410_107840ug,true,1,1,60,n312509.2,n312558.2,479.4682,ft,ug_1/0_al_xlpe_35kv_1_phase,
05410_107841ug,true,1,1,60,n312581.2,n312558.2,347.2704,ft,ug_1/0_al_xlpe_35kv_1_phase,
05410_108051ug,true,1,1,60,n300646.1,n300614.1,364.0127,ft,ug_1/0_al_xlpe_35kv_1_phase,
05410_108052ug,true,1,1,60,n300656.3,n300711.3,588.5996,ft,ug_1/0_al_xlpe_35kv_1_phase,
05410_108053ug,true,2,2,60,n312366.1.2,n312424.1.2,599.8113,ft,ug_1/0_al_xlpe_35kv_1_phase,
05410_108055ug,true,3,3,60,n312345.1.2.3,n300518.1.2.3,663.447,ft,ug_1/0_al_xlpe_35kv,
05410_108056ug,true,1,1,60,n300519.3,n300522.3,38.3465,ft,ug_1/0_al_xlpe_35kv_1_phase,
05410_108057ug,true,1,1,60,n300524.2,n300529.2,44.4032,ft,ug_1/0_al_xlpe_35kv_1_phase,
05410_108122ug,true,1,1,60,n312395.3,n312436.3,330.4073,ft,ug_1/0_al_xlpe_35kv_1_phase,
05410_108168ug,true,2,2,60,n312366.1.2,n312340.1.2,314.5419,ft,ug_1/0_al_xlpe_35kv_1_phase,
05410_108171ug,true,3,3,60,n312290_lo.1.2.3,n312312.1.2.3,103.8318,ft,ug_1/0_al_xlpe_35kv,
05410_108193ug,true,1,1,60,n284344.1,n284348.1,313.0728,ft,ug_1/0_al_xlpe_35kv_1_phase,
05410_108194ug,true,1,1,60,n292874.1,n284317.1,375.8073,ft,ug_1/0_al_xlpe_35kv_1_phase,
05410_108195ug,true,1,1,60,n284346.1,n284358.1,526.088,ft,ug_1/0_al_xlpe_35kv_1_phase,
05410_108196ug,true,1,1,60,n284336.1,n284346.1,602.6254,ft,ug_1/0_al_xlpe_35kv_1_phase,
05410_108197ug,true,1,1,60,n284341.1,n284336.1,582.1279,ft,ug_1/0_al_xlpe_35kv_1_phase,
05410_108272ug,true,1,1,60,n284291.1,n284309.1,594.5595,ft,ug_1/0_al_xlpe_35kv_1_phase,
05410_108273ug,true,1,1,60,n284273.1,n284291.1,638.2491,ft,ug_1/0_al_xlpe_35kv_1_phase,
05410_108274ug,true,1,1,60,n284236.1,n284273.1,573.9186,ft,ug_1/0_al_xlpe_35kv_1_phase,
05410_108275ug,true,1,1,60,n284270.1,n284246.1,292.5669,ft,ug_1/0_al_xlpe_35kv_1_phase,
05410_108276ug,true,1,1,60,n292846.1,n284270.1,666.7691,ft,ug_1/0_al_xlpe_35kv_1_phase,
05410_108277ug,true,1,1,60,n292874.1,n292863.1,220.3258,ft,ug_1/0_al_xlpe_35kv_1_phase,
05410_108278ug,true,1,1,60,n292863.1,n292846.1,449.0924,ft,ug_1/0_al_xlpe_35kv_1_phase,
05410_108322ug,true,1,1,60,n283913.3,n283938.3,507.8605,ft,ug_1/0_al_xlpe_35kv_1_phase,
05410_108323ug,true,1,1,60,n284085.2,n284034.2,895.213,ft,ug_1/0_al_xlpe_35kv_1_phase,
05410_108324ug,true,1,1,60,n284119.2,n284085.2,901.1824,ft,ug_1/0_al_xlpe_35kv_1_phase,
05410_108325ug,true,1,1,60,n284119.2,n284126.2,654.6635,ft,ug_1/0_al_xlpe_35kv_1_phase,
05410_108326ug,true,1,1,60,n284126.2,n284117.2,464.1481,ft,ug_1/0_al_xlpe_35kv_1_phase,
05410_108327ug,true,1,1,60,n284117.2,n292718.2,557.5036,ft,ug_1/0_al_xlpe_35kv_1_phase,
05410_108328ug,true,1,1,60,n292718.2,n292730.2,437.788,ft,ug_1/0_al_xlpe_35kv_1_phase,
05410_108329ug,true,1,1,60,n292715.2,n292725.2,316.8741,ft,ug_1/0_al_xlpe_35kv_1_phase,
05410_108330ug,true,1,1,60,n292699.2,n292715.2,710.6102,ft,ug_1/0_al_xlpe_35kv_1_phase,
05410_108331ug,true,1,1,60,n292699.2,n292703.2,460.2369,ft,ug_1/0_al_xlpe_35kv_1_phase,
05410_108332ug,true,1,1,60,n284102.2,n292703.2,767.7756000000001,ft,ug_1/0_al_xlpe_35kv_1_phase,
05410_108333ug,true,1,1,60,n284078.2,n284102.2,414.5128,ft,ug_1/0_al_xlpe_35kv_1_phase,
05410_108334ug,true,1,1,60,n292669.2,n284078.2,479.1218,ft,ug_1/0_al_xlpe_35kv_1_phase,
05410_108335ug,true,1,1,60,n292669.2,n284041.2,658.5703999999999,ft,ug_1/0_al_xlpe_35kv_1_phase,
05410_108336ug,true,1,1,60,n283999.2,n284041.2,982.3287,ft,ug_1/0_al_xlpe_35kv_1_phase,
05410_108337ug,true,1,1,60,n284185.3,n284183.3,530.3668,ft,ug_1/0_al_xlpe_35kv_1_phase,
05410_108338ug,true,1,1,60,n284183.3,n284174.3,322.1583,ft,ug_1/0_al_xlpe_35kv_1_phase,
05410_108339ug,true,1,1,60,n284174.3,n284177.3,678.069,ft,ug_1/0_al_xlpe_35kv_1_phase,
05410_108340ug,true,1,1,60,n284130.3,n284147.3,568.2388999999999,ft,ug_1/0_al_xlpe_35kv_1_phase,
05410_108341ug,true,1,1,60,n284155.3,n284164.3,291.7259,ft,ug_1/0_al_xlpe_35kv_1_phase,
05410_108342ug,true,3,3,60,n292554.1.2.3,n292545.1.2.3,672.5992,ft,ug_1/0_al_xlpe_35kv,
05410_108343ug,true,1,1,60,n292635.1,n292643.1,114.7463,ft,ug_1/0_al_xlpe_35kv_1_phase,
05410_108344ug,true,1,1,60,n292637.1,n292642.1,130.0514,ft,ug_1/0_al_xlpe_35kv_1_phase,
05410_108345ug,true,1,1,60,n292642.1,n292651.1,316.4265,ft,ug_1/0_al_xlpe_35kv_1_phase,
05410_108346ug,true,1,1,60,n292651.1,n292658.1,441.0592,ft,ug_1/0_al_xlpe_35kv_1_phase,
05410_108347ug,true,1,1,60,n292652.1,n292645.1,492.6932,ft,ug_1/0_al_xlpe_35kv_1_phase,
05410_108348ug,true,1,1,60,n292647.1,n292665.1,746.9342,ft,ug_1/0_al_xlpe_35kv_1_phase,
05410_108349ug,true,1,1,60,n292661.1,n292665.1,72.9577,ft,ug_1/0_al_xlpe_35kv_1_phase,
05410_108350ug,true,3,3,60,n292560.1.2.3,n292554.1.2.3,190.9662,ft,ug_1/0_al_xlpe_35kv,
05410_108351ug,true,3,3,60,n292674.1.2.3,n292666.1.2.3,339.8746,ft,ug_1/0_al_xlpe_35kv,
05410_108352ug,true,3,3,60,n292676.1.2.3,n292678.1.2.3,394.9873,ft,ug_1/0_al_xlpe_35kv,
05410_108353ug,true,3,3,60,n292678.1.2.3,n292679.1.2.3,392.7381,ft,ug_1/0_al_xlpe_35kv,
05410_108354ug,true,3,3,60,n292683.1.2.3,n292684.1.2.3,95.306,ft,ug_1/0_al_xlpe_35kv,
05410_108355ug,true,1,1,60,n292674.1,n292670.1,187.2639,ft,ug_1/0_al_xlpe_35kv_1_phase,
05410_108358ug,true,3,3,60,n292747.1.2.3,n292744.1.2.3,43.4133,ft,ug_1/0_al_xlpe_35kv,
05410_108360ug,true,3,3,60,n292743.1.2.3,n292740.1.2.3,443.8276,ft,ug_1/0_al_xlpe_35kv,
05410_108361ug,true,1,1,60,n292777.3,n292774.3,509.6214,ft,ug_1/0_al_xlpe_35kv_1_phase,
05410_108362ug,true,1,1,60,n292774.3,n292779.3,572.7791999999999,ft,ug_1/0_al_xlpe_35kv_1_phase,
05410_108363ug,true,1,1,60,n292779.3,n292790.3,583.8262999999999,ft,ug_1/0_al_xlpe_35kv_1_phase,
05410_108364ug,true,1,1,60,n292790.3,n292802.3,293.9129,ft,ug_1/0_al_xlpe_35kv_1_phase,
05410_108365ug,true,1,1,60,n292805.3,n292802.3,977.6452,ft,ug_1/0_al_xlpe_35kv_1_phase,
05410_108366ug,true,1,1,60,n292815.3,n292805.3,693.2405,ft,ug_1/0_al_xlpe_35kv_1_phase,
05410_108367ug,true,1,1,60,n292815.3,n292819.3,580.0276,ft,ug_1/0_al_xlpe_35kv_1_phase,
05410_108368ug,true,1,1,60,n292819.3,n292825.3,654.7983,ft,ug_1/0_al_xlpe_35kv_1_phase,
05410_108369ug,true,1,1,60,n292825.3,n292837.3,449.9306,ft,ug_1/0_al_xlpe_35kv_1_phase,
05410_108370ug,true,1,1,60,n292837.3,n292855.3,674.6733,ft,ug_1/0_al_xlpe_35kv_1_phase,
05410_108371ug,true,1,1,60,n292855.3,n292867.3,461.8905,ft,ug_1/0_al_xlpe_35kv_1_phase,
05410_108372ug,true,1,1,60,n292867.3,n292877.3,398.6834,ft,ug_1/0_al_xlpe_35kv_1_phase,
05410_108373ug,true,1,1,60,n292877.3,n292882.3,431.3269,ft,ug_1/0_al_xlpe_35kv_1_phase,
05410_108374ug,true,1,1,60,n292882.3,n292872.3,486.5603,ft,ug_1/0_al_xlpe_35kv_1_phase,
05410_108375ug,true,1,1,60,n292872.3,n292866.3,373.1766,ft,ug_1/0_al_xlpe_35kv_1_phase,
05410_108376ug,true,1,1,60,n292852.3,n292841.3,441.1524,ft,ug_1/0_al_xlpe_35kv_1_phase,
05410_108377ug,true,1,1,60,n292841.3,n292832.3,459.1358,ft,ug_1/0_al_xlpe_35kv_1_phase,
05410_108378ug,true,1,1,60,n292832.3,n300997.3,966.5608,ft,ug_1/0_al_xlpe_35kv_1_phase,
05410_108380ug,true,1,1,60,n292778.2,n292772.2,756.4713,ft,ug_1/0_al_xlpe_35kv_1_phase,
05410_108381ug,true,1,1,60,n292786.2,n292778.2,474.9426,ft,ug_1/0_al_xlpe_35kv_1_phase,
05410_108382ug,true,1,1,60,n292788.2,n292786.2,227.134,ft,ug_1/0_al_xlpe_35kv_1_phase,
05410_108383ug,true,1,1,60,n292801.2,n292788.2,411.4294,ft,ug_1/0_al_xlpe_35kv_1_phase,
05410_108384ug,true,1,1,60,n292798.2,n292801.2,408.1836,ft,ug_1/0_al_xlpe_35kv_1_phase,
05410_108385ug,true,1,1,60,n292811.2,n292798.2,503.5571,ft,ug_1/0_al_xlpe_35kv_1_phase,
05410_108386ug,true,1,1,60,n292809.2,n292811.2,566.8036,ft,ug_1/0_al_xlpe_35kv_1_phase,
05410_108387ug,true,1,1,60,n292813.2,n292809.2,87.1434,ft,ug_1/0_al_xlpe_35kv_1_phase,
05410_108388ug,true,1,1,60,n292821.2,n292813.2,358.5101,ft,ug_1/0_al_xlpe_35kv_1_phase,
05410_108389ug,true,1,1,60,n292827.2,n292821.2,295.7892,ft,ug_1/0_al_xlpe_35kv_1_phase,
05410_108390ug,true,1,1,60,n292831.2,n292827.2,1032.9559,ft,ug_1/0_al_xlpe_35kv_1_phase,
05410_108391ug,true,1,1,60,n292843.2,n292831.2,876.6535,ft,ug_1/0_al_xlpe_35kv_1_phase,
05410_108392ug,true,1,1,60,n292851.2,n292843.2,405.728,ft,ug_1/0_al_xlpe_35kv_1_phase,
05410_108393ug,true,1,1,60,n292870.2,n292851.2,778.2971,ft,ug_1/0_al_xlpe_35kv_1_phase,
05410_108394ug,true,1,1,60,n292849.2,n292870.2,463.6675,ft,ug_1/0_al_xlpe_35kv_1_phase,
05410_108395ug,true,1,1,60,n292858.2,n292849.2,348.3044,ft,ug_1/0_al_xlpe_35kv_1_phase,
05410_108396ug,true,1,1,60,n292875.2,n292858.2,662.9127999999999,ft,ug_1/0_al_xlpe_35kv_1_phase,
05410_108397ug,true,1,1,60,n292860.2,n292875.2,584.3504,ft,ug_1/0_al_xlpe_35kv_1_phase,
05410_108398ug,true,1,1,60,n292834.2,n292838.2,255.2209,ft,ug_1/0_al_xlpe_35kv_1_phase,
05410_108399ug,true,1,1,60,n292824.2,n292834.2,251.544,ft,ug_1/0_al_xlpe_35kv_1_phase,
05410_108400ug,true,1,1,60,n292818.2,n292824.2,337.6168,ft,ug_1/0_al_xlpe_35kv_1_phase,
05410_108401ug,true,1,1,60,n292808.2,n292818.2,328.8111,ft,ug_1/0_al_xlpe_35kv_1_phase,
05410_108402ug,true,1,1,60,n292797.2,n292808.2,383.2157,ft,ug_1/0_al_xlpe_35kv_1_phase,
05410_108403ug,true,1,1,60,n292794.2,n292797.2,578.2432,ft,ug_1/0_al_xlpe_35kv_1_phase,
05410_108405ug,true,1,1,60,n292717.1,n292721.1,159.1841,ft,ug_1/0_al_xlpe_35kv_1_phase,
05410_108406ug,true,1,1,60,n292709.1,n292717.1,308.7458,ft,ug_1/0_al_xlpe_35kv_1_phase,
05410_108407ug,true,1,1,60,n292702.1,n292709.1,345.1,ft,ug_1/0_al_xlpe_35kv_1_phase,
05410_108408ug,true,1,1,60,n300801.1,n292702.1,698.3681,ft,ug_1/0_al_xlpe_35kv_1_phase,
05410_108409ug,true,1,1,60,n300817.1,n300801.1,420.0976,ft,ug_1/0_al_xlpe_35kv_1_phase,
05410_108410ug,true,1,1,60,n300827.1,n300817.1,291.6951,ft,ug_1/0_al_xlpe_35kv_1_phase,
05410_108411ug,true,1,1,60,n300850.1,n300827.1,418.2917,ft,ug_1/0_al_xlpe_35kv_1_phase,
05410_108412ug,true,1,1,60,n283862.3,n283866.3,421.9007,ft,ug_1/0_al_xlpe_35kv_1_phase,
05410_108413ug,true,1,1,60,n283866.3,n283874.3,499.243,ft,ug_1/0_al_xlpe_35kv_1_phase,
05410_108414ug,true,1,1,60,n292568.3,n283874.3,2174.7504,ft,ug_1/0_al_xlpe_35kv_1_phase,
05410_108421ug,true,1,1,60,n274273.3,n274248.3,634.222,ft,ug_1/0_al_xlpe_35kv_1_phase,
05410_108422ug,true,1,1,60,n274248.3,n274258.3,558.2481,ft,ug_1/0_al_xlpe_35kv_1_phase,
05410_108423ug,true,1,1,60,n274269.3,n274258.3,449.0585,ft,ug_1/0_al_xlpe_35kv_1_phase,
05410_108424ug,true,1,1,60,n274281.3,n274269.3,347.0896,ft,ug_1/0_al_xlpe_35kv_1_phase,
05410_108425ug,true,1,1,60,n274291.3,n274281.3,302.8367,ft,ug_1/0_al_xlpe_35kv_1_phase,
05410_108426ug,true,1,1,60,n274305.3,n274291.3,331.6135,ft,ug_1/0_al_xlpe_35kv_1_phase,
05410_108427ug,true,1,1,60,n274321.3,n274305.3,300.1188,ft,ug_1/0_al_xlpe_35kv_1_phase,
05410_108428ug,true,1,1,60,n274333.3,n274321.3,437.7563,ft,ug_1/0_al_xlpe_35kv_1_phase,
05410_108429ug,true,1,1,60,n274333.3,n284042.3,440,ft,ug_1/0_al_xlpe_35kv_1_phase,
05410_108430ug,true,1,1,60,n284042.3,n284038.3,252.4841,ft,ug_1/0_al_xlpe_35kv_1_phase,
05410_108433ug,true,1,1,60,n284090.3,n274352.3,232.3501,ft,ug_1/0_al_xlpe_35kv_1_phase,
05410_108434ug,true,1,1,60,n274384.3,n284090.3,527.5706,ft,ug_1/0_al_xlpe_35kv_1_phase,
05410_108435ug,true,1,1,60,n284104.3,n284081.3,473.579,ft,ug_1/0_al_xlpe_35kv_1_phase,
05410_108436ug,true,1,1,60,n284089.3,n284081.3,199.4713,ft,ug_1/0_al_xlpe_35kv_1_phase,
05410_108437ug,true,1,1,60,n284074.3,n284089.3,309.6685,ft,ug_1/0_al_xlpe_35kv_1_phase,
05410_108438ug,true,1,1,60,n274517.2,n274540.2,930.4089,ft,ug_1/0_al_xlpe_35kv_1_phase,
05410_108439ug,true,1,1,60,n274521.2,n274531.2,664.7509,ft,ug_1/0_al_xlpe_35kv_1_phase,
05410_108440ug,true,1,1,60,n284284.2,n274540.2,388.9846,ft,ug_1/0_al_xlpe_35kv_1_phase,
05410_108441ug,true,1,1,60,n274531.2,n284284.2,799.6307,ft,ug_1/0_al_xlpe_35kv_1_phase,
05410_108442ug,true,1,1,60,n274539.2,n274521.2,833.2074,ft,ug_1/0_al_xlpe_35kv_1_phase,
05410_108443ug,true,1,1,60,n274534.2,n274539.2,730.3111,ft,ug_1/0_al_xlpe_35kv_1_phase,
05410_108444ug,true,1,1,60,n284200.2,n284181.2,631.6717,ft,ug_1/0_al_xlpe_35kv_1_phase,
05410_108445ug,true,1,1,60,n284208.2,n284200.2,187.4842,ft,ug_1/0_al_xlpe_35kv_1_phase,
05410_108446ug,true,1,1,60,n284225.2,n284208.2,556.9747,ft,ug_1/0_al_xlpe_35kv_1_phase,
05410_108447ug,true,1,1,60,n284250.2,n284225.2,633.4894,ft,ug_1/0_al_xlpe_35kv_1_phase,
05410_108448ug,true,1,1,60,n284255.2,n284250.2,379.8995,ft,ug_1/0_al_xlpe_35kv_1_phase,
05410_108449ug,true,1,1,60,n284220.2,n284204.2,750.134,ft,ug_1/0_al_xlpe_35kv_1_phase,
05410_108450ug,true,1,1,60,n284220.2,n284232.2,410.8757,ft,ug_1/0_al_xlpe_35kv_1_phase,
05410_108451ug,true,1,1,60,n284232.2,n284245.2,594.0257,ft,ug_1/0_al_xlpe_35kv_1_phase,
05410_108452ug,true,1,1,60,n284247.2,n284278.2,686.6111,ft,ug_1/0_al_xlpe_35kv_1_phase,
05410_108453ug,true,1,1,60,n284251.2,n284247.2,89.5749,ft,ug_1/0_al_xlpe_35kv_1_phase,
05410_108454ug,true,1,1,60,n284189.3,n284172.3,336.8616,ft,ug_1/0_al_xlpe_35kv_1_phase,
05410_108455ug,true,1,1,60,n284189.3,n284195.3,325,ft,ug_1/0_al_xlpe_35kv_1_phase,
05410_108456ug,true,1,1,60,n284214.3,n284195.3,371.4186,ft,ug_1/0_al_xlpe_35kv_1_phase,
05410_108457ug,true,1,1,60,n284228.3,n284214.3,577.0536,ft,ug_1/0_al_xlpe_35kv_1_phase,
05410_108458ug,true,1,1,60,n284192.3,n284203.3,312.0424,ft,ug_1/0_al_xlpe_35kv_1_phase,
05410_108459ug,true,1,1,60,n284168.3,n284192.3,564.1583000000001,ft,ug_1/0_al_xlpe_35kv_1_phase,
05410_108460ug,true,1,1,60,n284139.3,n284168.3,261.1941,ft,ug_1/0_al_xlpe_35kv_1_phase,
05410_108461ug,true,1,1,60,n284240.2,n284221.2,471.2608,ft,ug_1/0_al_xlpe_35kv_1_phase,
05410_108462ug,true,1,1,60,n283642.2,n283675.2,617.0171,ft,ug_1/0_al_xlpe_35kv_1_phase,
05410_108463ug,true,1,1,60,n283710.2,n283675.2,634.3537,ft,ug_1/0_al_xlpe_35kv_1_phase,
05410_108464ug,true,1,1,60,n283684.2,n283710.2,647.4376999999999,ft,ug_1/0_al_xlpe_35kv_1_phase,
05410_108465ug,true,1,1,60,n283716.2,n283684.2,619.3274,ft,ug_1/0_al_xlpe_35kv_1_phase,
05410_108466ug,true,1,1,60,n283731.2,n283716.2,528.6427,ft,ug_1/0_al_xlpe_35kv_1_phase,
05410_108467ug,true,1,1,60,n283747.2,n283731.2,574.1636999999999,ft,ug_1/0_al_xlpe_35kv_1_phase,
05410_108468ug,true,1,1,60,n283772.2,n283747.2,779.2173,ft,ug_1/0_al_xlpe_35kv_1_phase,
05410_108470ug,true,1,1,60,n283702.3,n283679.3,370.3355,ft,ug_1/0_al_xlpe_35kv_1_phase,
05410_108471ug,true,1,1,60,n283722.3,n283702.3,393.4486,ft,ug_1/0_al_xlpe_35kv_1_phase,
05410_108472ug,true,1,1,60,n274103.3,n283722.3,405.9623,ft,ug_1/0_al_xlpe_35kv_1_phase,
05410_108473ug,true,1,1,60,n283753.3,n274103.3,690.9807,ft,ug_1/0_al_xlpe_35kv_1_phase,
05410_108474ug,true,1,1,60,n283699.3,n283753.3,913.0026,ft,ug_1/0_al_xlpe_35kv_1_phase,
05410_108475ug,true,1,1,60,n283659.3,n283699.3,478.9213,ft,ug_1/0_al_xlpe_35kv_1_phase,
05410_108494ug,true,1,1,60,n274122.2,n274137.2,360,ft,ug_1/0_al_xlpe_35kv_1_phase,
05410_108495ug,true,1,1,60,n274137.2,n274150.2,560,ft,ug_1/0_al_xlpe_35kv_1_phase,
05410_108496ug,true,1,1,60,n274150.2,n283789.2,435,ft,ug_1/0_al_xlpe_35kv_1_phase,
05410_108497ug,true,1,1,60,n283789.2,n283806.2,330,ft,ug_1/0_al_xlpe_35kv_1_phase,
05410_108498ug,true,1,1,60,n283806.2,n283810.2,350,ft,ug_1/0_al_xlpe_35kv_1_phase,
05410_108499ug,true,1,1,60,n283638.2,n283608.2,355,ft,ug_1/0_al_xlpe_35kv_1_phase,
05410_108500ug,true,1,1,60,n300544.1,n300562.1,320.1273,ft,ug_1/0_al_xlpe_35kv_1_phase,
